Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
3170,2019-12-10,POR,,NYK,W 115-87,240,39,90,0.433,22,49,0.449,17,41,0.415,20,24,0.833,115,32,91,0.352,25,53,0.472,7,38,0.184,16,26,0.615,87
3171,2019-12-11,BRK,,CHO,L 108-113,240,38,88,0.432,28,50,0.56,10,38,0.263,22,33,0.667,108,36,88,0.409,21,53,0.396,15,35,0.429,26,32,0.813,113
3172,2019-12-11,CHO,@,BRK,W 113-108,240,36,88,0.409,21,53,0.396,15,35,0.429,26,32,0.813,113,38,88,0.432,28,50,0.56,10,38,0.263,22,33,0.667,108
3173,2019-12-11,ATL,@,CHI,L 102-136,240,35,83,0.422,22,45,0.489,13,38,0.342,19,26,0.731,102,54,94,0.574,43,70,0.614,11,24,0.458,17,19,0.895,136
3174,2019-12-11,CHI,,ATL,W 136-102,240,54,94,0.574,43,70,0.614,11,24,0.458,17,19,0.895,136,35,83,0.422,22,45,0.489,13,38,0.342,19,26,0.731,102
3175,2019-12-11,CLE,,HOU,L 110-116,240,46,89,0.517,33,57,0.579,13,32,0.406,5,8,0.625,110,43,87,0.494,26,45,0.578,17,42,0.405,13,13,1,116
3176,2019-12-11,HOU,@,CLE,W 116-110,240,43,87,0.494,26,45,0.578,17,42,0.405,13,13,1,116,46,89,0.517,33,57,0.579,13,32,0.406,5,8,0.625,110
3177,2019-12-11,GSW,,NYK,L 122-124 (OT),265,45,104,0.433,35,67,0.522,10,37,0.27,22,30,0.733,122,43,90,0.478,31,61,0.508,12,29,0.414,26,34,0.765,124
3178,2019-12-11,NYK,@,GSW,W 124-122 (OT),265,43,90,0.478,31,61,0.508,12,29,0.414,26,34,0.765,124,45,104,0.433,35,67,0.522,10,37,0.27,22,30,0.733,122
3179,2019-12-11,BOS,@,IND,L 117-122,240,43,87,0.494,29,51,0.569,14,36,0.389,17,22,0.773,117,41,85,0.482,31,60,0.517,10,25,0.4,30,36,0.833,122
3180,2019-12-11,IND,,BOS,W 122-117,240,41,85,0.482,31,60,0.517,10,25,0.4,30,36,0.833,122,43,87,0.494,29,51,0.569,14,36,0.389,17,22,0.773,117
3181,2019-12-11,MIL,,NOP,W 127-112,240,50,93,0.538,31,54,0.574,19,39,0.487,8,9,0.889,127,39,88,0.443,23,43,0.535,16,45,0.356,18,22,0.818,112
3182,2019-12-11,NOP,@,MIL,L 112-127,240,39,88,0.443,23,43,0.535,16,45,0.356,18,22,0.818,112,50,93,0.538,31,54,0.574,19,39,0.487,8,9,0.889,127
3183,2019-12-11,MIN,,UTA,L 116-127,240,40,91,0.44,25,50,0.5,15,41,0.366,21,26,0.808,116,47,83,0.566,31,48,0.646,16,35,0.457,17,22,0.773,127
3184,2019-12-11,UTA,@,MIN,W 127-116,240,47,83,0.566,31,48,0.646,16,35,0.457,17,22,0.773,127,40,91,0.44,25,50,0.5,15,41,0.366,21,26,0.808,116
3185,2019-12-11,LAL,@,ORL,W 96-87,240,37,87,0.425,25,56,0.446,12,31,0.387,10,19,0.526,96,34,81,0.42,26,55,0.473,8,26,0.308,11,17,0.647,87
3186,2019-12-11,ORL,,LAL,L 87-96,240,34,81,0.42,26,55,0.473,8,26,0.308,11,17,0.647,87,37,87,0.425,25,56,0.446,12,31,0.387,10,19,0.526,96
3187,2019-12-11,MEM,@,PHO,W 115-108,240,42,87,0.483,32,63,0.508,10,24,0.417,21,26,0.808,115,37,93,0.398,28,59,0.475,9,34,0.265,25,30,0.833,108
3188,2019-12-11,PHO,,MEM,L 108-115,240,37,93,0.398,28,59,0.475,9,34,0.265,25,30,0.833,108,42,87,0.483,32,63,0.508,10,24,0.417,21,26,0.808,115
3189,2019-12-11,OKC,@,SAC,L 93-94,240,34,79,0.43,21,46,0.457,13,33,0.394,12,18,0.667,93,39,88,0.443,29,57,0.509,10,31,0.323,6,10,0.6,94
3190,2019-12-11,SAC,,OKC,W 94-93,240,39,88,0.443,29,57,0.509,10,31,0.323,6,10,0.6,94,34,79,0.43,21,46,0.457,13,33,0.394,12,18,0.667,93
3191,2019-12-11,LAC,@,TOR,W 112-92,240,38,86,0.442,26,46,0.565,12,40,0.3,24,27,0.889,112,31,88,0.352,23,52,0.442,8,36,0.222,22,25,0.88,92
3192,2019-12-11,TOR,,LAC,L 92-112,240,31,88,0.352,23,52,0.442,8,36,0.222,22,25,0.88,92,38,86,0.442,26,46,0.565,12,40,0.3,24,27,0.889,112
3193,2019-12-12,BOS,,PHI,L 109-115,240,42,91,0.462,31,60,0.517,11,31,0.355,14,17,0.824,109,41,82,0.5,27,54,0.5,14,28,0.5,19,23,0.826,115
3194,2019-12-12,PHI,@,BOS,W 115-109,240,41,82,0.5,27,54,0.5,14,28,0.5,19,23,0.826,115,42,91,0.462,31,60,0.517,11,31,0.355,14,17,0.824,109
3195,2019-12-12,DEN,,POR,W 114-99,240,42,88,0.477,24,52,0.462,18,36,0.5,12,19,0.632,114,41,86,0.477,32,56,0.571,9,30,0.3,8,11,0.727,99
3196,2019-12-12,POR,@,DEN,L 99-114,240,41,86,0.477,32,56,0.571,9,30,0.3,8,11,0.727,99,42,88,0.477,24,52,0.462,18,36,0.5,12,19,0.632,114
3197,2019-12-12,DAL,@,DET,W 122-111,240,45,88,0.511,29,44,0.659,16,44,0.364,16,23,0.696,122,40,89,0.449,25,47,0.532,15,42,0.357,16,23,0.696,111
3198,2019-12-12,DET,,DAL,L 111-122,240,40,89,0.449,25,47,0.532,15,42,0.357,16,23,0.696,111,45,88,0.511,29,44,0.659,16,44,0.364,16,23,0.696,122
3199,2019-12-12,CLE,@,SAS,W 117-109 (OT),265,44,96,0.458,29,51,0.569,15,45,0.333,14,20,0.7,117,42,86,0.488,37,70,0.529,5,16,0.313,20,25,0.8,109
3200,2019-12-12,SAS,,CLE,L 109-117 (OT),265,42,86,0.488,37,70,0.529,5,16,0.313,20,25,0.8,109,44,96,0.458,29,51,0.569,15,45,0.333,14,20,0.7,117
3201,2019-12-13,ATL,,IND,L 100-110,240,39,94,0.415,33,66,0.5,6,28,0.214,16,23,0.696,100,46,92,0.5,39,70,0.557,7,22,0.318,11,15,0.733,110
3202,2019-12-13,IND,@,ATL,W 110-100,240,46,92,0.5,39,70,0.557,7,22,0.318,11,15,0.733,110,39,94,0.415,33,66,0.5,6,28,0.214,16,23,0.696,100
3203,2019-12-13,CHI,,CHO,L 73-83,240,27,90,0.3,20,56,0.357,7,34,0.206,12,14,0.857,73,30,79,0.38,24,48,0.5,6,31,0.194,17,21,0.81,83
3204,2019-12-13,CHO,@,CHI,W 83-73,240,30,79,0.38,24,48,0.5,6,31,0.194,17,21,0.81,83,27,90,0.3,20,56,0.357,7,34,0.206,12,14,0.857,73
3205,2019-12-13,MEM,,MIL,L 114-127,240,38,98,0.388,18,49,0.367,20,49,0.408,18,23,0.783,114,44,87,0.506,33,57,0.579,11,30,0.367,28,33,0.848,127
3206,2019-12-13,MIL,@,MEM,W 127-114,240,44,87,0.506,33,57,0.579,11,30,0.367,28,33,0.848,127,38,98,0.388,18,49,0.367,20,49,0.408,18,23,0.783,114
3207,2019-12-13,LAL,@,MIA,W 113-110,240,43,87,0.494,31,50,0.62,12,37,0.324,15,23,0.652,113,39,85,0.459,29,52,0.558,10,33,0.303,22,28,0.786,110
3208,2019-12-13,MIA,,LAL,L 110-113,240,39,85,0.459,29,52,0.558,10,33,0.303,22,28,0.786,110,43,87,0.494,31,50,0.62,12,37,0.324,15,23,0.652,113
3209,2019-12-13,LAC,@,MIN,W 124-117,240,39,79,0.494,28,54,0.519,11,25,0.44,35,39,0.897,124,38,85,0.447,28,44,0.636,10,41,0.244,31,37,0.838,117
3210,2019-12-13,MIN,,LAC,L 117-124,240,38,85,0.447,28,44,0.636,10,41,0.244,31,37,0.838,117,39,79,0.494,28,54,0.519,11,25,0.44,35,39,0.897,124
3211,2019-12-13,HOU,@,ORL,W 130-107,240,48,86,0.558,26,47,0.553,22,39,0.564,12,13,0.923,130,40,91,0.44,25,54,0.463,15,37,0.405,12,16,0.75,107
3212,2019-12-13,ORL,,HOU,L 107-130,240,40,91,0.44,25,54,0.463,15,37,0.405,12,16,0.75,107,48,86,0.558,26,47,0.553,22,39,0.564,12,13,0.923,130
3213,2019-12-13,NOP,@,PHI,L 109-116,240,38,88,0.432,29,64,0.453,9,24,0.375,24,35,0.686,109,43,87,0.494,36,67,0.537,7,20,0.35,23,34,0.676,116
3214,2019-12-13,PHI,,NOP,W 116-109,240,43,87,0.494,36,67,0.537,7,20,0.35,23,34,0.676,116,38,88,0.432,29,64,0.453,9,24,0.375,24,35,0.686,109
3215,2019-12-13,NYK,@,SAC,W 103-101,240,44,95,0.463,35,65,0.538,9,30,0.3,6,10,0.6,103,39,83,0.47,22,44,0.5,17,39,0.436,6,8,0.75,101
3216,2019-12-13,SAC,,NYK,L 101-103,240,39,83,0.47,22,44,0.5,17,39,0.436,6,8,0.75,101,44,95,0.463,35,65,0.538,9,30,0.3,6,10,0.6,103
3217,2019-12-13,GSW,@,UTA,L 106-114,240,41,91,0.451,32,62,0.516,9,29,0.31,15,22,0.682,106,37,79,0.468,21,41,0.512,16,38,0.421,24,31,0.774,114
3218,2019-12-13,UTA,,GSW,W 114-106,240,37,79,0.468,21,41,0.512,16,38,0.421,24,31,0.774,114,41,91,0.451,32,62,0.516,9,29,0.31,15,22,0.682,106
3219,2019-12-14,CHI,,LAC,W 109-106,240,40,85,0.471,26,54,0.481,14,31,0.452,15,18,0.833,109,35,80,0.438,25,58,0.431,10,22,0.455,26,36,0.722,106
3220,2019-12-14,LAC,@,CHI,L 106-109,240,35,80,0.438,25,58,0.431,10,22,0.455,26,36,0.722,106,40,85,0.471,26,54,0.481,14,31,0.452,15,18,0.833,109
3221,2019-12-14,DAL,,MIA,L 118-122 (OT),265,45,101,0.446,28,57,0.491,17,44,0.386,11,17,0.647,118,39,91,0.429,23,51,0.451,16,40,0.4,28,34,0.824,122
3222,2019-12-14,MIA,@,DAL,W 122-118 (OT),265,39,91,0.429,23,51,0.451,16,40,0.4,28,34,0.824,122,45,101,0.446,28,57,0.491,17,44,0.386,11,17,0.647,118
3223,2019-12-14,DEN,,OKC,W 110-102,240,43,85,0.506,36,58,0.621,7,27,0.259,17,23,0.739,110,38,81,0.469,32,58,0.552,6,23,0.261,20,23,0.87,102
3224,2019-12-14,OKC,@,DEN,L 102-110,240,38,81,0.469,32,58,0.552,6,23,0.261,20,23,0.87,102,43,85,0.506,36,58,0.621,7,27,0.259,17,23,0.739,110
3225,2019-12-14,DET,@,HOU,W 115-107,240,41,92,0.446,29,55,0.527,12,37,0.324,21,25,0.84,115,41,102,0.402,28,57,0.491,13,45,0.289,12,18,0.667,107
3226,2019-12-14,HOU,,DET,L 107-115,240,41,102,0.402,28,57,0.491,13,45,0.289,12,18,0.667,107,41,92,0.446,29,55,0.527,12,37,0.324,21,25,0.84,115
3227,2019-12-14,MEM,,WAS,W 128-111,240,48,84,0.571,37,57,0.649,11,27,0.407,21,24,0.875,128,36,85,0.424,22,47,0.468,14,38,0.368,25,32,0.781,111
3228,2019-12-14,WAS,@,MEM,L 111-128,240,36,85,0.424,22,47,0.468,14,38,0.368,25,32,0.781,111,48,84,0.571,37,57,0.649,11,27,0.407,21,24,0.875,128
3229,2019-12-14,CLE,@,MIL,L 108-125,240,41,90,0.456,26,55,0.473,15,35,0.429,11,15,0.733,108,46,85,0.541,32,48,0.667,14,37,0.378,19,26,0.731,125
3230,2019-12-14,MIL,,CLE,W 125-108,240,46,85,0.541,32,48,0.667,14,37,0.378,19,26,0.731,125,41,90,0.456,26,55,0.473,15,35,0.429,11,15,0.733,108
3231,2019-12-14,PHO,,SAS,L 119-121 (OT),265,45,103,0.437,35,63,0.556,10,40,0.25,19,26,0.731,119,44,106,0.415,36,76,0.474,8,30,0.267,25,34,0.735,121
3232,2019-12-14,SAS,@,PHO,W 121-119 (OT),265,44,106,0.415,36,76,0.474,8,30,0.267,25,34,0.735,121,45,103,0.437,35,63,0.556,10,40,0.25,19,26,0.731,119
3233,2019-12-14,BRK,@,TOR,L 102-110,240,39,101,0.386,27,55,0.491,12,46,0.261,12,17,0.706,102,38,98,0.388,24,58,0.414,14,40,0.35,20,25,0.8,110
3234,2019-12-14,TOR,,BRK,W 110-102,240,38,98,0.388,24,58,0.414,14,40,0.35,20,25,0.8,110,39,101,0.386,27,55,0.491,12,46,0.261,12,17,0.706,102
3235,2019-12-15,ATL,,LAL,L 96-101,240,31,86,0.36,19,44,0.432,12,42,0.286,22,25,0.88,96,36,84,0.429,31,53,0.585,5,31,0.161,24,33,0.727,101
3236,2019-12-15,LAL,@,ATL,W 101-96,240,36,84,0.429,31,53,0.585,5,31,0.161,24,33,0.727,101,31,86,0.36,19,44,0.432,12,42,0.286,22,25,0.88,96
3237,2019-12-15,BRK,,PHI,W 109-89,240,43,94,0.457,34,70,0.486,9,24,0.375,14,18,0.778,109,37,86,0.43,32,60,0.533,5,26,0.192,10,17,0.588,89
3238,2019-12-15,PHI,@,BRK,L 89-109,240,37,86,0.43,32,60,0.533,5,26,0.192,10,17,0.588,89,43,94,0.457,34,70,0.486,9,24,0.375,14,18,0.778,109
3239,2019-12-15,DEN,,NYK,W 111-105,240,44,94,0.468,34,66,0.515,10,28,0.357,13,19,0.684,111,44,94,0.468,36,62,0.581,8,32,0.25,9,10,0.9,105
3240,2019-12-15,NYK,@,DEN,L 105-111,240,44,94,0.468,36,62,0.581,8,32,0.25,9,10,0.9,105,44,94,0.468,34,66,0.515,10,28,0.357,13,19,0.684,111
3241,2019-12-15,GSW,,SAC,L 79-100,240,30,76,0.395,24,51,0.471,6,25,0.24,13,18,0.722,79,38,63,0.603,28,41,0.683,10,22,0.455,14,16,0.875,100
3242,2019-12-15,SAC,@,GSW,W 100-79,240,38,63,0.603,28,41,0.683,10,22,0.455,14,16,0.875,100,30,76,0.395,24,51,0.471,6,25,0.24,13,18,0.722,79
3243,2019-12-15,CHO,@,IND,L 85-107,240,28,91,0.308,23,59,0.39,5,32,0.156,24,35,0.686,85,40,88,0.455,30,53,0.566,10,35,0.286,17,20,0.85,107
3244,2019-12-15,IND,,CHO,W 107-85,240,40,88,0.455,30,53,0.566,10,35,0.286,17,20,0.85,107,28,91,0.308,23,59,0.39,5,32,0.156,24,35,0.686,85
3245,2019-12-15,NOP,,ORL,L 119-130,240,47,88,0.534,28,45,0.622,19,43,0.442,6,12,0.5,119,46,89,0.517,29,55,0.527,17,34,0.5,21,26,0.808,130
3246,2019-12-15,ORL,@,NOP,W 130-119,240,46,89,0.517,29,55,0.527,17,34,0.5,21,26,0.808,130,47,88,0.534,28,45,0.622,19,43,0.442,6,12,0.5,119
3247,2019-12-16,DET,,WAS,L 119-133,240,41,86,0.477,28,47,0.596,13,39,0.333,24,34,0.706,119,49,88,0.557,31,54,0.574,18,34,0.529,17,21,0.81,133
3248,2019-12-16,WAS,@,DET,W 133-119,240,49,88,0.557,31,54,0.574,18,34,0.529,17,21,0.81,133,41,86,0.477,28,47,0.596,13,39,0.333,24,34,0.706,119
3249,2019-12-16,HOU,,SAS,W 109-107,240,40,98,0.408,29,55,0.527,11,43,0.256,18,27,0.667,109,39,91,0.429,27,58,0.466,12,33,0.364,17,20,0.85,107
3250,2019-12-16,SAS,@,HOU,L 107-109,240,39,91,0.429,27,58,0.466,12,33,0.364,17,20,0.85,107,40,98,0.408,29,55,0.527,11,43,0.256,18,27,0.667,109
3251,2019-12-16,MEM,,MIA,W 118-111,240,42,86,0.488,29,50,0.58,13,36,0.361,21,30,0.7,118,37,81,0.457,26,57,0.456,11,24,0.458,26,31,0.839,111
3252,2019-12-16,MIA,@,MEM,L 111-118,240,37,81,0.457,26,57,0.456,11,24,0.458,26,31,0.839,111,42,86,0.488,29,50,0.58,13,36,0.361,21,30,0.7,118
3253,2019-12-16,DAL,@,MIL,W 120-116,240,41,88,0.466,25,47,0.532,16,41,0.39,22,27,0.815,120,44,105,0.419,33,64,0.516,11,41,0.268,17,24,0.708,116
3254,2019-12-16,MIL,,DAL,L 116-120,240,44,105,0.419,33,64,0.516,11,41,0.268,17,24,0.708,116,41,88,0.466,25,47,0.532,16,41,0.39,22,27,0.815,120
3255,2019-12-16,CHI,@,OKC,L 106-109,240,43,87,0.494,34,56,0.607,9,31,0.29,11,13,0.846,106,35,69,0.507,19,35,0.543,16,34,0.471,23,28,0.821,109
3256,2019-12-16,OKC,,CHI,W 109-106,240,35,69,0.507,19,35,0.543,16,34,0.471,23,28,0.821,109,43,87,0.494,34,56,0.607,9,31,0.29,11,13,0.846,106
3257,2019-12-16,PHO,,POR,L 110-111,240,41,90,0.456,29,56,0.518,12,34,0.353,16,19,0.842,110,40,84,0.476,26,50,0.52,14,34,0.412,17,20,0.85,111
3258,2019-12-16,POR,@,PHO,W 111-110,240,40,84,0.476,26,50,0.52,14,34,0.412,17,20,0.85,111,41,90,0.456,29,56,0.518,12,34,0.353,16,19,0.842,110
3259,2019-12-16,CLE,@,TOR,L 113-133,240,44,90,0.489,32,55,0.582,12,35,0.343,13,17,0.765,113,52,89,0.584,36,57,0.632,16,32,0.5,13,17,0.765,133
3260,2019-12-16,TOR,,CLE,W 133-113,240,52,89,0.584,36,57,0.632,16,32,0.5,13,17,0.765,133,44,90,0.489,32,55,0.582,12,35,0.343,13,17,0.765,113
3261,2019-12-17,CHO,,SAC,W 110-102,240,39,81,0.481,26,51,0.51,13,30,0.433,19,27,0.704,110,38,91,0.418,24,52,0.462,14,39,0.359,12,13,0.923,102
3262,2019-12-17,SAC,@,CHO,L 102-110,240,38,91,0.418,24,52,0.462,14,39,0.359,12,13,0.923,102,39,81,0.481,26,51,0.51,13,30,0.433,19,27,0.704,110
3263,2019-12-17,IND,,LAL,W 105-102,240,41,85,0.482,31,60,0.517,10,25,0.4,13,20,0.65,105,43,91,0.473,35,60,0.583,8,31,0.258,8,17,0.471,102
3264,2019-12-17,LAL,@,IND,L 102-105,240,43,91,0.473,35,60,0.583,8,31,0.258,8,17,0.471,102,41,85,0.482,31,60,0.517,10,25,0.4,13,20,0.65,105
3265,2019-12-17,LAC,,PHO,W 120-99,240,45,89,0.506,31,57,0.544,14,32,0.438,16,22,0.727,120,41,102,0.402,31,67,0.463,10,35,0.286,7,10,0.7,99
3266,2019-12-17,PHO,@,LAC,L 99-120,240,41,102,0.402,31,67,0.463,10,35,0.286,7,10,0.7,99,45,89,0.506,31,57,0.544,14,32,0.438,16,22,0.727,120
3267,2019-12-17,BRK,@,NOP,W 108-101 (OT),265,40,96,0.417,29,57,0.509,11,39,0.282,17,23,0.739,108,37,107,0.346,26,67,0.388,11,40,0.275,16,24,0.667,101
3268,2019-12-17,NOP,,BRK,L 101-108 (OT),265,37,107,0.346,26,67,0.388,11,40,0.275,16,24,0.667,101,40,96,0.417,29,57,0.509,11,39,0.282,17,23,0.739,108
3269,2019-12-17,ATL,@,NYK,L 120-143,240,45,99,0.455,30,56,0.536,15,43,0.349,15,20,0.75,120,53,95,0.558,40,67,0.597,13,28,0.464,24,31,0.774,143
3270,2019-12-17,NYK,,ATL,W 143-120,240,53,95,0.558,40,67,0.597,13,28,0.464,24,31,0.774,143,45,99,0.455,30,56,0.536,15,43,0.349,15,20,0.75,120
3271,2019-12-17,ORL,@,UTA,L 102-109,240,42,93,0.452,35,58,0.603,7,35,0.2,11,15,0.733,102,42,90,0.467,27,54,0.5,15,36,0.417,10,16,0.625,109
3272,2019-12-17,UTA,,ORL,W 109-102,240,42,90,0.467,27,54,0.5,15,36,0.417,10,16,0.625,109,42,93,0.452,35,58,0.603,7,35,0.2,11,15,0.733,102
3273,2019-12-18,CHO,@,CLE,L 98-100,240,37,91,0.407,24,54,0.444,13,37,0.351,11,18,0.611,98,40,74,0.541,33,48,0.688,7,26,0.269,13,17,0.765,100
3274,2019-12-18,CLE,,CHO,W 100-98,240,40,74,0.541,33,48,0.688,7,26,0.269,13,17,0.765,100,37,91,0.407,24,54,0.444,13,37,0.351,11,18,0.611,98
3275,2019-12-18,BOS,@,DAL,W 109-103,240,35,86,0.407,23,48,0.479,12,38,0.316,27,30,0.9,109,34,87,0.391,19,44,0.432,15,43,0.349,20,25,0.8,103
3276,2019-12-18,DAL,,BOS,L 103-109,240,34,87,0.391,19,44,0.432,15,43,0.349,20,25,0.8,103,35,86,0.407,23,48,0.479,12,38,0.316,27,30,0.9,109
3277,2019-12-18,DEN,,ORL,W 113-104,240,40,84,0.476,29,57,0.509,11,27,0.407,22,25,0.88,113,37,87,0.425,26,58,0.448,11,29,0.379,19,21,0.905,104
3278,2019-12-18,ORL,@,DEN,L 104-113,240,37,87,0.425,26,58,0.448,11,29,0.379,19,21,0.905,104,40,84,0.476,29,57,0.509,11,27,0.407,22,25,0.88,113
3279,2019-12-18,DET,,TOR,L 99-112,240,39,87,0.448,33,52,0.635,6,35,0.171,15,22,0.682,99,39,91,0.429,26,56,0.464,13,35,0.371,21,24,0.875,112
3280,2019-12-18,TOR,@,DET,W 112-99,240,39,91,0.429,26,56,0.464,13,35,0.371,21,24,0.875,112,39,87,0.448,33,52,0.635,6,35,0.171,15,22,0.682,99
3281,2019-12-18,MIN,,NOP,L 99-107,240,36,95,0.379,26,56,0.464,10,39,0.256,17,27,0.63,99,38,86,0.442,24,53,0.453,14,33,0.424,17,21,0.81,107
3282,2019-12-18,NOP,@,MIN,W 107-99,240,38,86,0.442,24,53,0.453,14,33,0.424,17,21,0.81,107,36,95,0.379,26,56,0.464,10,39,0.256,17,27,0.63,99
3283,2019-12-18,MEM,@,OKC,L 122-126,240,50,99,0.505,40,73,0.548,10,26,0.385,12,15,0.8,122,46,84,0.548,39,60,0.65,7,24,0.292,27,34,0.794,126
3284,2019-12-18,OKC,,MEM,W 126-122,240,46,84,0.548,39,60,0.65,7,24,0.292,27,34,0.794,126,50,99,0.505,40,73,0.548,10,26,0.385,12,15,0.8,122
3285,2019-12-18,MIA,@,PHI,W 108-104,240,40,85,0.471,28,54,0.519,12,31,0.387,16,20,0.8,108,38,90,0.422,26,51,0.51,12,39,0.308,16,18,0.889,104
3286,2019-12-18,PHI,,MIA,L 104-108,240,38,90,0.422,26,51,0.51,12,39,0.308,16,18,0.889,104,40,85,0.471,28,54,0.519,12,31,0.387,16,20,0.8,108
3287,2019-12-18,GSW,@,POR,L 112-122,240,41,103,0.398,25,65,0.385,16,38,0.421,14,23,0.609,112,44,97,0.454,35,66,0.53,9,31,0.29,25,28,0.893,122
3288,2019-12-18,POR,,GSW,W 122-112,240,44,97,0.454,35,66,0.53,9,31,0.29,25,28,0.893,122,41,103,0.398,25,65,0.385,16,38,0.421,14,23,0.609,112
3289,2019-12-18,CHI,@,WAS,W 110-109 (OT),265,39,97,0.402,28,60,0.467,11,37,0.297,21,24,0.875,110,34,95,0.358,20,50,0.4,14,45,0.311,27,32,0.844,109
3290,2019-12-18,WAS,,CHI,L 109-110 (OT),265,34,95,0.358,20,50,0.4,14,45,0.311,27,32,0.844,109,39,97,0.402,28,60,0.467,11,37,0.297,21,24,0.875,110
3291,2019-12-19,ATL,,UTA,L 106-111,240,39,90,0.433,28,61,0.459,11,29,0.379,17,19,0.895,106,39,83,0.47,33,59,0.559,6,24,0.25,27,38,0.711,111
3292,2019-12-19,UTA,@,ATL,W 111-106,240,39,83,0.47,33,59,0.559,6,24,0.25,27,38,0.711,111,39,90,0.433,28,61,0.459,11,29,0.379,17,19,0.895,106
3293,2019-12-19,HOU,@,LAC,W 122-117,240,43,86,0.5,29,49,0.592,14,37,0.378,22,29,0.759,122,43,86,0.5,27,49,0.551,16,37,0.432,15,19,0.789,117
3294,2019-12-19,LAC,,HOU,L 117-122,240,43,86,0.5,27,49,0.551,16,37,0.432,15,19,0.789,117,43,86,0.5,29,49,0.592,14,37,0.378,22,29,0.759,122
3295,2019-12-19,LAL,@,MIL,L 104-111,240,37,80,0.463,25,45,0.556,12,35,0.343,18,23,0.783,104,36,77,0.468,20,38,0.526,16,39,0.41,23,32,0.719,111
3296,2019-12-19,MIL,,LAL,W 111-104,240,36,77,0.468,20,38,0.526,16,39,0.41,23,32,0.719,111,37,80,0.463,25,45,0.556,12,35,0.343,18,23,0.783,104
3297,2019-12-19,BRK,@,SAS,L 105-118,240,35,83,0.422,28,47,0.596,7,36,0.194,28,30,0.933,105,43,96,0.448,30,63,0.476,13,33,0.394,19,23,0.826,118
3298,2019-12-19,SAS,,BRK,W 118-105,240,43,96,0.448,30,63,0.476,13,33,0.394,19,23,0.826,118,35,83,0.422,28,47,0.596,7,36,0.194,28,30,0.933,105
3299,2019-12-20,BOS,,DET,W 114-93,240,45,86,0.523,36,59,0.61,9,27,0.333,15,21,0.714,114,34,85,0.4,23,54,0.426,11,31,0.355,14,19,0.737,93
3300,2019-12-20,DET,@,BOS,L 93-114,240,34,85,0.4,23,54,0.426,11,31,0.355,14,19,0.737,93,45,86,0.523,36,59,0.61,9,27,0.333,15,21,0.714,114
3301,2019-12-20,CLE,,MEM,W 114-107,240,40,92,0.435,23,55,0.418,17,37,0.459,17,23,0.739,114,44,102,0.431,30,61,0.492,14,41,0.341,5,7,0.714,107
3302,2019-12-20,MEM,@,CLE,L 107-114,240,44,102,0.431,30,61,0.492,14,41,0.341,5,7,0.714,107,40,92,0.435,23,55,0.418,17,37,0.459,17,23,0.739,114
3303,2019-12-20,DEN,,MIN,W 109-100,240,44,89,0.494,34,61,0.557,10,28,0.357,11,12,0.917,109,36,87,0.414,26,45,0.578,10,42,0.238,18,27,0.667,100
3304,2019-12-20,MIN,@,DEN,L 100-109,240,36,87,0.414,26,45,0.578,10,42,0.238,18,27,0.667,100,44,89,0.494,34,61,0.557,10,28,0.357,11,12,0.917,109
3305,2019-12-20,GSW,,NOP,W 106-102,240,36,83,0.434,26,50,0.52,10,33,0.303,24,25,0.96,106,39,93,0.419,30,59,0.508,9,34,0.265,15,23,0.652,102
3306,2019-12-20,NOP,@,GSW,L 102-106,240,39,93,0.419,30,59,0.508,9,34,0.265,15,23,0.652,102,36,83,0.434,26,50,0.52,10,33,0.303,24,25,0.96,106
3307,2019-12-20,IND,,SAC,W 119-105,240,45,86,0.523,31,55,0.564,14,31,0.452,15,18,0.833,119,41,91,0.451,31,59,0.525,10,32,0.313,13,15,0.867,105
3308,2019-12-20,SAC,@,IND,L 105-119,240,41,91,0.451,31,59,0.525,10,32,0.313,13,15,0.867,105,45,86,0.523,31,55,0.564,14,31,0.452,15,18,0.833,119
3309,2019-12-20,MIA,,NYK,W 129-114,240,43,77,0.558,25,39,0.641,18,38,0.474,25,34,0.735,129,41,94,0.436,31,60,0.517,10,34,0.294,22,33,0.667,114
3310,2019-12-20,NYK,@,MIA,L 114-129,240,41,94,0.436,31,60,0.517,10,34,0.294,22,33,0.667,114,43,77,0.558,25,39,0.641,18,38,0.474,25,34,0.735,129
3311,2019-12-20,OKC,,PHO,W 126-108,240,49,87,0.563,39,63,0.619,10,24,0.417,18,21,0.857,126,38,87,0.437,27,55,0.491,11,32,0.344,21,23,0.913,108
3312,2019-12-20,PHO,@,OKC,L 108-126,240,38,87,0.437,27,55,0.491,11,32,0.344,21,23,0.913,108,49,87,0.563,39,63,0.619,10,24,0.417,18,21,0.857,126
3313,2019-12-20,DAL,@,PHI,W 117-98,240,43,83,0.518,29,50,0.58,14,33,0.424,17,22,0.773,117,38,90,0.422,28,56,0.5,10,34,0.294,12,18,0.667,98
